id,nombre_oficial,alias_busqueda,categoria,ciudad,tipo_busqueda,prioridad,lat,lng,fuente,notas
880,Kilometro 24 Acaray,km24 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
881,Kilometro 24 Acaray,24 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
882,Kilometro 24 Acaray,kilometro 24 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
883,Kilometro 24 Ruta Py02,km 24 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
884,Kilometro 24 Ruta Py02,km24 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
885,Kilometro 24 Ruta Py02,24 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
886,Kilometro 24 Ruta Py02,kilometro 24 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
887,Kilometro 24 Ruta 2,km 24 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
888,Kilometro 24 Ruta 2,km24 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
889,Kilometro 24 Ruta 2,24 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
890,Kilometro 24 Ruta 2,kilometro 24 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
891,Kilometro 24 Supercarretera,km 24 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
892,Kilometro 24 Supercarretera,km24 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
893,Kilometro 24 Supercarretera,24 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
894,Kilometro 24 Supercarretera,kilometro 24 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
895,Kilometro 24 Avenida San Blas,km 24 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
896,Kilometro 24 Avenida San Blas,km24 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
897,Kilometro 24 Avenida San Blas,24 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
898,Kilometro 24 Avenida San Blas,kilometro 24 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
899,Kilometro 25,km 25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
900,Kilometro 25,km25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
901,Kilometro 25,kilometro 25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
902,Kilometro 25,k 25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
903,Kilometro 25,k25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
904,Kilometro 25,kilometro25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
905,Kilometro 25,25,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
906,Kilometro 25 Monday,km 25 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
907,Kilometro 25 Monday,km25 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
908,Kilometro 25 Monday,25 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
909,Kilometro 25 Monday,kilometro 25 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
910,Kilometro 25 Acaray,km 25 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
911,Kilometro 25 Acaray,km25 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
912,Kilometro 25 Acaray,25 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
913,Kilometro 25 Acaray,kilometro 25 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
914,Kilometro 25 Ruta Py02,km 25 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
915,Kilometro 25 Ruta Py02,km25 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
916,Kilometro 25 Ruta Py02,25 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
917,Kilometro 25 Ruta Py02,kilometro 25 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
918,Kilometro 25 Ruta 2,km 25 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
919,Kilometro 25 Ruta 2,km25 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
920,Kilometro 25 Ruta 2,25 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
921,Kilometro 25 Ruta 2,kilometro 25 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
922,Kilometro 25 Supercarretera,km 25 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
923,Kilometro 25 Supercarretera,km25 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
924,Kilometro 25 Supercarretera,25 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
925,Kilometro 25 Supercarretera,kilometro 25 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
926,Kilometro 25 Avenida San Blas,km 25 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
927,Kilometro 25 Avenida San Blas,km25 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
928,Kilometro 25 Avenida San Blas,25 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
929,Kilometro 25 Avenida San Blas,kilometro 25 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
930,Kilometro 26,km 26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
931,Kilometro 26,km26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
932,Kilometro 26,kilometro 26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
933,Kilometro 26,k 26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
934,Kilometro 26,k26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
935,Kilometro 26,kilometro26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
936,Kilometro 26,26,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
937,Kilometro 26 Monday,km 26 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
938,Kilometro 26 Monday,km26 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
939,Kilometro 26 Monday,26 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
940,Kilometro 26 Monday,kilometro 26 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
941,Kilometro 26 Acaray,km 26 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
942,Kilometro 26 Acaray,km26 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
943,Kilometro 26 Acaray,26 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
944,Kilometro 26 Acaray,kilometro 26 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
945,Kilometro 26 Ruta Py02,km 26 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
946,Kilometro 26 Ruta Py02,km26 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
947,Kilometro 26 Ruta Py02,26 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
948,Kilometro 26 Ruta Py02,kilometro 26 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
949,Kilometro 26 Ruta 2,km 26 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
950,Kilometro 26 Ruta 2,km26 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
951,Kilometro 26 Ruta 2,26 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
952,Kilometro 26 Ruta 2,kilometro 26 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
953,Kilometro 26 Supercarretera,km 26 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
954,Kilometro 26 Supercarretera,km26 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
955,Kilometro 26 Supercarretera,26 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
956,Kilometro 26 Supercarretera,kilometro 26 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
957,Kilometro 26 Avenida San Blas,km 26 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
958,Kilometro 26 Avenida San Blas,km26 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
959,Kilometro 26 Avenida San Blas,26 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
960,Kilometro 26 Avenida San Blas,kilometro 26 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
961,Kilometro 27,km 27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
962,Kilometro 27,km27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
963,Kilometro 27,kilometro 27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
964,Kilometro 27,k 27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
965,Kilometro 27,k27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
966,Kilometro 27,kilometro27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
967,Kilometro 27,27,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
968,Kilometro 27 Monday,km 27 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
969,Kilometro 27 Monday,km27 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
970,Kilometro 27 Monday,27 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
971,Kilometro 27 Monday,kilometro 27 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
972,Kilometro 27 Acaray,km 27 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
973,Kilometro 27 Acaray,km27 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
974,Kilometro 27 Acaray,27 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
975,Kilometro 27 Acaray,kilometro 27 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
976,Kilometro 27 Ruta Py02,km 27 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
977,Kilometro 27 Ruta Py02,km27 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
978,Kilometro 27 Ruta Py02,27 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
979,Kilometro 27 Ruta Py02,kilometro 27 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
980,Kilometro 27 Ruta 2,km 27 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
981,Kilometro 27 Ruta 2,km27 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
982,Kilometro 27 Ruta 2,27 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
983,Kilometro 27 Ruta 2,kilometro 27 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
984,Kilometro 27 Supercarretera,km 27 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
985,Kilometro 27 Supercarretera,km27 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
986,Kilometro 27 Supercarretera,27 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
987,Kilometro 27 Supercarretera,kilometro 27 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
988,Kilometro 27 Avenida San Blas,km 27 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
989,Kilometro 27 Avenida San Blas,km27 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
990,Kilometro 27 Avenida San Blas,27 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
991,Kilometro 27 Avenida San Blas,kilometro 27 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
992,Kilometro 28,km 28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
993,Kilometro 28,km28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
994,Kilometro 28,kilometro 28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
995,Kilometro 28,k 28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
996,Kilometro 28,k28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
997,Kilometro 28,kilometro28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
998,Kilometro 28,28,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
999,Kilometro 28 Monday,km 28 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1000,Kilometro 28 Monday,km28 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1001,Kilometro 28 Monday,28 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1002,Kilometro 28 Monday,kilometro 28 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1003,Kilometro 28 Acaray,km 28 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1004,Kilometro 28 Acaray,km28 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1005,Kilometro 28 Acaray,28 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1006,Kilometro 28 Acaray,kilometro 28 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1007,Kilometro 28 Ruta Py02,km 28 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1008,Kilometro 28 Ruta Py02,km28 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1009,Kilometro 28 Ruta Py02,28 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1010,Kilometro 28 Ruta Py02,kilometro 28 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1011,Kilometro 28 Ruta 2,km 28 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1012,Kilometro 28 Ruta 2,km28 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1013,Kilometro 28 Ruta 2,28 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1014,Kilometro 28 Ruta 2,kilometro 28 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1015,Kilometro 28 Supercarretera,km 28 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1016,Kilometro 28 Supercarretera,km28 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1017,Kilometro 28 Supercarretera,28 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1018,Kilometro 28 Supercarretera,kilometro 28 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1019,Kilometro 28 Avenida San Blas,km 28 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1020,Kilometro 28 Avenida San Blas,km28 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1021,Kilometro 28 Avenida San Blas,28 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1022,Kilometro 28 Avenida San Blas,kilometro 28 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1023,Kilometro 29,km 29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1024,Kilometro 29,km29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1025,Kilometro 29,kilometro 29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1026,Kilometro 29,k 29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1027,Kilometro 29,k29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1028,Kilometro 29,kilometro29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1029,Kilometro 29,29,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1030,Kilometro 29 Monday,km 29 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1031,Kilometro 29 Monday,km29 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1032,Kilometro 29 Monday,29 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1033,Kilometro 29 Monday,kilometro 29 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1034,Kilometro 29 Acaray,km 29 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1035,Kilometro 29 Acaray,km29 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1036,Kilometro 29 Acaray,29 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1037,Kilometro 29 Acaray,kilometro 29 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1038,Kilometro 29 Ruta Py02,km 29 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1039,Kilometro 29 Ruta Py02,km29 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1040,Kilometro 29 Ruta Py02,29 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1041,Kilometro 29 Ruta Py02,kilometro 29 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1042,Kilometro 29 Ruta 2,km 29 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1043,Kilometro 29 Ruta 2,km29 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1044,Kilometro 29 Ruta 2,29 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1045,Kilometro 29 Ruta 2,kilometro 29 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1046,Kilometro 29 Supercarretera,km 29 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1047,Kilometro 29 Supercarretera,km29 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1048,Kilometro 29 Supercarretera,29 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1049,Kilometro 29 Supercarretera,kilometro 29 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1050,Kilometro 29 Avenida San Blas,km 29 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1051,Kilometro 29 Avenida San Blas,km29 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1052,Kilometro 29 Avenida San Blas,29 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1053,Kilometro 29 Avenida San Blas,kilometro 29 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1054,Kilometro 30,km 30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1055,Kilometro 30,km30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1056,Kilometro 30,kilometro 30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1057,Kilometro 30,k 30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1058,Kilometro 30,k30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1059,Kilometro 30,kilometro30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1060,Kilometro 30,30,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
1061,Kilometro 30 Monday,km 30 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1062,Kilometro 30 Monday,km30 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1063,Kilometro 30 Monday,30 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1064,Kilometro 30 Monday,kilometro 30 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1065,Kilometro 30 Acaray,km 30 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1066,Kilometro 30 Acaray,km30 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1067,Kilometro 30 Acaray,30 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1068,Kilometro 30 Acaray,kilometro 30 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1069,Kilometro 30 Ruta Py02,km 30 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1070,Kilometro 30 Ruta Py02,km30 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1071,Kilometro 30 Ruta Py02,30 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1072,Kilometro 30 Ruta Py02,kilometro 30 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1073,Kilometro 30 Ruta 2,km 30 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1074,Kilometro 30 Ruta 2,km30 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1075,Kilometro 30 Ruta 2,30 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1076,Kilometro 30 Ruta 2,kilometro 30 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1077,Kilometro 30 Supercarretera,km 30 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1078,Kilometro 30 Supercarretera,km30 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1079,Kilometro 30 Supercarretera,30 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1080,Kilometro 30 Supercarretera,kilometro 30 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1081,Kilometro 30 Avenida San Blas,km 30 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1082,Kilometro 30 Avenida San Blas,km30 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1083,Kilometro 30 Avenida San Blas,30 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1084,Kilometro 30 Avenida San Blas,kilometro 30 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
1085,Ruta PY02,ruta py02,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1086,Ruta PY02,rutapy02,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1087,Ruta 02,ruta 02,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1088,Ruta 02,ruta02,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1089,Ruta Internacional,ruta internacional,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1090,Ruta Internacional,rutainternacional,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1091,Avenida San Blas,av san blas,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1092,Avenida San Blas,avenida s blas,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1093,Avenida San Blas,avenida san blas,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1094,Avenida San Blas,avenidasanblas,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1095,Avenida San Blas,avenidasblas,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1096,Avenida San Blas,avsanblas,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1097,Avenida Bernardino Caballero,av bernardino caballero,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1098,Avenida Bernardino Caballero,avbernardinocaballero,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1099,Avenida Bernardino Caballero,avenida bernardino caballero,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1100,Avenida Bernardino Caballero,avenidabernardinocaballero,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1101,Avenida Monseñor Rodriguez,av monsenor rodriguez,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1102,Avenida Monseñor Rodriguez,avenida monsenor rodriguez,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
1103,Avenida Monseñor Rodriguez,avenidamonsenorrodriguez,calle_avenida,Alto Parana,via,72,,,curado_local/manual,
